institution,institute_id,experiment_id,source,model_id,forcing,parent_experiment_id,parent_experiment_rip,branch_time,contact,history,comment,initialization_method,physics_version,tracking_id,product,experiment,frequency,creation_date,Conventions,project_id,table_id,title,parent_experiment,modeling_realm,realization,cmor_version,collection,references,acknowledgements,cesm_casename,cesm_repotag,cesm_compset,resolution,forcing_note,processed_by,processing_code_information,gfdl_experiment_name,branch_time_YMDH,CCCma_runid,CCCma_parent_runid,CCCma_data_licence,version_number,notes,mo_runid,nco_openmp_thread_number,CDI,CDO
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,past1000,GISS-E2-R-E4rhLMgTKgk Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,GHG LU Sl Vl (including orbital),piControl,r1i1p141,850.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-12-06T19:05:03Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,125,328cacbe-2087-4cee-9beb-c5a74b8c2e9a,output,last millennium,mon,2011-12-06T19:05:03Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 last millennium,pre-industrial control,atmos,1,2.5.7,lm,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,past1000,GISS-E2-R-E4rhLMgTk Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,GHG LU Sl Vl (including orbital),piControl,r1i1p141,850.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-09-06T16:01:07Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,126,054b344c-01a7-4d21-8cac-a1bf88fa9103,output,last millennium,mon,2012-09-06T16:01:07Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-R model output prepared for CMIP5 last millennium,pre-industrial control,atmos,1,2.5.7,lm,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,past1000,GISS-E2-R-E4rhLMgTKck Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,GHG LU Sl Vl (including orbital),piControl,r1i1p141,850.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-08-10T16:24:42Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,127,6d3d064e-55ff-4c30-ab19-ea9f9f355d53,output,last millennium,mon,2012-08-10T16:24:42Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-R model output prepared for CMIP5 last millennium,pre-industrial control,atmos,1,2.5.7,lm,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,past1000,GISS-E2-R-E4rhLMgTgk Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,GHG LU Sl Vl (including orbital),piControl,r1i1p141,850.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-09-12T15:23:04Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,128,57949ebb-07e2-472c-ae50-9be9456a291c,output,last millennium,mon,2012-09-12T15:23:04Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-R model output prepared for CMIP5 last millennium,pre-industrial control,atmos,1,2.5.7,lm,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,past1000,GISS-E2-R-E4rhLMgTgk3 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,GHG LU Sl Vl (including orbital),piControl,r1i1p141,850.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-09-18T19:44:06Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,128,3e4050bf-83ac-4b8b-8a4f-2e46668b267d,output,last millennium,mon,2012-09-18T19:44:06Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-R model output prepared for CMIP5 last millennium,pre-industrial control,atmos,1,2.5.7,lm,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,historical,CCSM4,CCSM4,Sl GHG Vl SS Ds SD BC MD OC Oz AA LU,past1000,r1i1p1,1850.0,cesm_data@ucar.edu,2013-07-13T19:03:14Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,CESM home page: http://www.cesm.ucar.edu,2,1,8de4ca98-fe62-4515-af2f-130c4f5e3ea6,output,historical,mon,2013-07-13T19:03:14Z,CF-1.4,CMIP5,Table Amon (12 January 2012) 4996d487f7a65749098d9cc0dccb4f8d,CCSM4 model output prepared for CMIP5 historical,last millennium,atmos,1,2.8.1,lm,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.lm1850-2005.1deg.001,cesm1_0_beta05,B20TRCN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on silver.cgd.ucar.edu at 20130713  -130313.441,"Last Changed Rev: 1120 Last Changed Date: 2013-07-12 12:04:16 -0600 (Fri, 12 Jul 2013) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,historical,CCSM4,CCSM4,Sl GHG Vl SS Ds SD BC MD OC Oz AA LU,past1000,r1i1p1,1850.0,cesm_data@ucar.edu,2013-07-13T22:38:06Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,CESM home page: http://www.cesm.ucar.edu,2,2,5f8658d0-aceb-47c0-82ef-dc9782760f3b,output,historical,mon,2013-07-13T22:38:06Z,CF-1.4,CMIP5,Table Amon (12 January 2012) 4996d487f7a65749098d9cc0dccb4f8d,CCSM4 model output prepared for CMIP5 historical,last millennium,atmos,1,2.8.1,lm,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.lm1850-2005.1deg.002,cesm1_0_beta05,B20TRCN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on silver.cgd.ucar.edu at 20130713  -163805.313,"Last Changed Rev: 1120 Last Changed Date: 2013-07-12 12:04:16 -0600 (Fri, 12 Jul 2013) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
"NCAR (National Center for Atmospheric Research) Boulder, CO, USA",NCAR,past1000,CCSM4,CCSM4,"Sl GHG Vl LU (time-varying over course of simulation), SS Ds SD BC MD OC Oz AA LU (all fixed at or cycled over 1850 values)",N/A,N/A,0.0,cesm_data@ucar.edu,2011-12-16T15:22:38Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,c550b221-0027-413f-af50-7644c876457e,output,last millennium,mon,2011-12-16T15:22:38Z,CF-1.4,CMIP5,Table Amon (26 July 2011) 976b7fd1d9e1be31dddd28f5dc79b7a1,CCSM4 model output prepared for CMIP5 last millennium,N/A,atmos,1,2.7.1,lm,"Gent P. R., et.al. 2011: The Community Climate System Model version 4. J. Climate, doi: 10.1175/2011JCLI4083.1","The CESM project is supported by the National Science Foundation and the Office of Science (BER) of the U.S. Department of Energy. NCAR is sponsored by the National Science Foundation. Computing resources were provided by the Climate Simulation Laboratory at the NCAR Computational and Information Systems Laboratory (CISL), sponsored by the National Science Foundation and other agencies.",b40.lm850-1850.1deg.001,cesm1_0_beta05,B20TRCN,f09_g16 (0.9x1.25_gx1v6),Additional information on the external forcings used in this experiment can be found at http://www.cesm.ucar.edu/CMIP5/forcing_information,strandwg on copper.cgd.ucar.edu at 20111216  -082238.542,"Last Changed Rev: 480 Last Changed Date: 2011-12-15 09:50:52 -0700 (Thu, 15 Dec 2011) Repository UUID: d2181dbe-5796-6825-dc7f-cbd98591f93d",,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_DPDg7v0V9c,realiz_id_4wJ0BR72x3,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,313b4f92-69e7-451c-bb63-941be458c7d4,output1,historical,mon,2012-05-07T13:19:10Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 10) experiment output for CMIP5 AR5",,atmos,10,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_zN0Dmp3Ih3,realiz_id_BFGckdWoeB,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,214c50a5-573a-4a88-8180-1a5b36ae72d1,output1,historical,mon,2012-05-07T13:03:22Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 1) experiment output for CMIP5 AR5",,atmos,1,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_HnY6Jjb8UZ,realiz_id_dy095MLT2a,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,9d6844c9-910a-4986-b222-05e0aa9e3596,output1,historical,mon,2012-05-07T13:08:02Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 2) experiment output for CMIP5 AR5",,atmos,2,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_8HgPr6j0OL,realiz_id_jixmD5US2t,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,70d5d4f2-c624-4ef9-b4bb-11506fdd0d7f,output1,historical,mon,2012-05-07T13:09:57Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 3) experiment output for CMIP5 AR5",,atmos,3,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_WTFdVAGnBE,realiz_id_XKbLTmB4we,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,e78bb732-beea-4a6b-b884-d414b7a071ee,output1,historical,mon,2012-05-07T13:14:06Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 4) experiment output for CMIP5 AR5",,atmos,4,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_fm90KXy28z,realiz_id_MmUcIJfb1r,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,8746c9f1-13c2-4dd4-9636-cb643e0308a0,output1,historical,mon,2012-05-07T13:14:21Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 5) experiment output for CMIP5 AR5",,atmos,5,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_HfA8KaTJmH,realiz_id_I07FIWNqjj,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,0091848f-f865-40c9-aff0-3cb72c0e1b62,output1,historical,mon,2012-05-07T13:19:11Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 6) experiment output for CMIP5 AR5",,atmos,6,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_MmONIAguKL,realiz_id_Ghm9rz4VN9,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,11540ca0-57e6-45fe-abd0-e6a6cbbd7ab6,output1,historical,mon,2012-05-07T13:18:37Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 7) experiment output for CMIP5 AR5",,atmos,7,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_dWPUDeNgXe,realiz_id_n8u64LBDqy,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,0d94740e-66dc-4864-a190-23f410628606,output1,historical,mon,2012-05-07T13:17:50Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 8) experiment output for CMIP5 AR5",,atmos,8,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
"NOAA GFDL(201 Forrestal Rd, Princeton, NJ, 08540)",NOAA GFDL,historical,"GFDL-CM2p1 2010 ocean: MOM4 (MOM4p1_x1_Z50_cCM2M,Tripolar360x200L50); atmosphere: AM2 (AM2p14,M45L24); sea ice: SIS (SISp2,Tripolar360x200L50); land: LM2 (LM2,M45)",GFDL-CM2p1,"GHG,SD,Oz,Sl,Vl,SS,BC,MD,OC (GHG includes CO2, CH4, N2O)",N/A,N/A,0.0,gfdl.climate.model.info@noaa.gov,"File was processed by fremetar (GFDL analog of CMOR). TripleID: [exper_id_r9Ml26u6sx,realiz_id_Uzg62FJL3Y,run_id_elG9yBUiAS]",GFDL experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5 PCMDI experiment name = CM2.1RG_1861_2040_AllForc_rcp4.5.  Historical CM2.1 M45L24 run initialized from 600 year control. Model forced with ?????? until year 2006. rcp45 scenario forcing therafter to year 2040,1,1,0bce04ea-7e0f-4ce4-bbcb-34ccba956b7a,output1,historical,mon,2012-05-07T13:16:35Z,CF-1.4,CMIP5,Table Amon (31 Jan 2011),"NOAA GFDL GFDL-CM2p1, historical (run 9) experiment output for CMIP5 AR5",,atmos,9,,lm,"The GFDL Data Portal (http://nomads.gfdl.noaa.gov/) provides access to NOAA/GFDL's publicly available model input and output data sets. From this web site one can view and download data sets and documentation, including those related to the GFDL coupled models experiments run for the IPCC's 5th Assessment Report and the US CCSP.",,,,,,,,,CM2.1RG_1861_2040_AllForc_rcp4.5,,,,,,,,,,
